month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,bad_client_target
3,17500.0,10.0,21.0,male,Incomplete Higher Education,Computers,0,2,21000.0,Another,2,0,0
1,43000.0,18.0,27.0,male,Secondary Special Education,Household appliances,1,2,19000.0,Another,0,0,0
3,17500.0,12.0,34.0,female,Secondary Special Education,Cell phones,1,2,28000.0,Another,2,1,0
12,10500.0,12.0,51.0,male,Higher Education,Clothing,1,2,28000.0,Married,2,1,0
2,18000.0,6.0,25.0,female,Higher Education,Household appliances,1,0,61000.0,Another,0,0,0
10,28000.0,24.0,53.0,female,Secondary Special Education,Household appliances,0,2,36000.0,Married,0,1,0
11,44000.0,6.0,37.0,female,Higher Education,Furniture,0,2,43000.0,Another,0,1,0
8,5000.0,5.0,27.0,female,Secondary Education,Cell phones,0,2,27000.0,Another,0,1,1
12,28500.0,6.0,35.0,female,Higher Education,Cell phones,0,2,61000.0,Married,1,1,0
2,22500.0,12.0,33.0,male,Secondary Special Education,Cell phones,1,2,7000.0,Another,1,1,0
7,36000.0,18.0,25.0,female,Higher Education,Cell phones,0,2,31000.0,Another,2,1,1
8,34000.0,16.0,28.0,female,Secondary Special Education,Cell phones,0,2,41000.0,Another,1,1,1
3,24500.0,12.0,56.0,male,Secondary Education,Cell phones,0,2,36000.0,Married,1,0,1
4,31000.0,12.0,50.0,male,Secondary Special Education,Cell phones,1,0,48000.0,Another,1,1,1
2,14500.0,12.0,33.0,female,Secondary Special Education,Household appliances,1,2,26000.0,Another,0,0,0
8,30000.0,12.0,21.0,female,Secondary Special Education,Cell phones,0,2,41000.0,Unmarried,0,1,0
6,28000.0,24.0,31.0,female,Higher Education,Household appliances,0,1,63500.0,Married,2,0,0
9,20500.0,12.0,28.0,male,Secondary Special Education,Household appliances,1,2,26000.0,Married,0,0,0
3,6500.0,6.0,57.0,male,Secondary Special Education,Cell phones,1,2,10000.0,Another,1,0,1
12,8500.0,12.0,30.0,female,Secondary Special Education,Cell phones,0,2,31000.0,Another,1,1,0
1,36000.0,10.0,35.0,male,Higher Education,Furniture,1,2,31000.0,Married,1,0,0
4,21000.0,3.0,31.0,male,Higher Education,Furniture,1,2,26000.0,Another,1,0,0
8,14000.0,12.0,24.0,female,Secondary Special Education,Computers,0,2,26000.0,Married,0,0,0
2,8000.0,18.0,23.0,female,Secondary Special Education,Cell phones,0,2,14000.0,Married,1,1,1
6,40000.0,12.0,23.0,male,Secondary Special Education,Furniture,0,2,31000.0,Married,1,0,0
9,23500.0,10.0,38.0,female,Higher Education,Household appliances,0,0,41000.0,Another,1,1,0
4,22500.0,10.0,35.0,male,Secondary Special Education,Cell phones,0,2,16000.0,Another,2,1,0
11,17000.0,8.0,59.0,female,Higher Education,Household appliances,0,2,26000.0,Married,1,0,0
3,15000.0,12.0,20.0,male,Secondary Special Education,Computers,0,2,13000.0,Another,0,1,0
8,19000.0,12.0,23.0,female,Secondary Special Education,Cell phones,0,2,41000.0,Married,0,1,1
11,65500.0,8.0,37.0,male,Higher Education,Household appliances,0,1,63500.0,Married,2,0,0
6,39500.0,24.0,36.0,male,Higher Education,Household appliances,1,2,30000.0,Married,1,1,1
5,10000.0,6.0,23.0,female,Secondary Special Education,Household appliances,1,2,63500.0,Another,0,1,0
7,8500.0,12.0,24.0,female,Secondary Special Education,Cell phones,0,2,25000.0,Unmarried,0,1,0
3,31500.0,12.0,29.0,female,Secondary Special Education,Computers,1,2,31000.0,Another,0,0,0
7,12000.0,3.0,29.0,female,Secondary Special Education,Cell phones,0,2,36000.0,Another,1,1,0
6,65500.0,24.0,31.0,female,Secondary Special Education,Construction Materials,0,2,39000.0,Another,3,1,0
12,18000.0,14.0,37.0,female,Secondary Education,Cell phones,1,2,19000.0,Another,1,0,1
1,18500.0,6.0,38.0,male,Higher Education,Clothing,1,2,36000.0,Another,0,1,0
9,65500.0,36.0,21.0,male,Incomplete Higher Education,Cosmetics and beauty services,0,0,56000.0,Married,0,1,0
10,9000.0,10.0,34.0,female,Secondary Special Education,Cell phones,1,2,26000.0,Another,2,0,0
5,14500.0,9.0,31.0,female,Secondary Special Education,Cell phones,1,2,16000.0,Another,1,0,1
12,14000.0,12.0,23.0,female,Higher Education,Cell phones,0,0,51000.0,Another,2,0,0
1,9500.0,10.0,38.0,female,Secondary Special Education,Cell phones,1,2,26000.0,Another,1,1,0
11,19000.0,10.0,43.0,male,Secondary Special Education,Furniture,1,2,29000.0,Married,3,0,0
11,53000.0,6.0,55.0,female,Higher Education,Household appliances,1,1,63500.0,Married,1,1,0
9,8500.0,4.0,62.0,male,Secondary Education,Construction Materials,1,2,8000.0,Another,0,1,0
12,8000.0,5.0,50.0,female,Secondary Special Education,Cell phones,1,0,18000.0,Another,1,1,0
5,14000.0,12.0,63.0,male,Secondary Special Education,Medical services,0,2,16000.0,Married,0,1,0
2,10500.0,12.0,32.0,male,Secondary Special Education,Cell phones,0,2,31000.0,Married,0,1,0
11,65500.0,36.0,26.0,female,Higher Education,Tourism,0,2,46000.0,Married,0,0,0
7,11500.0,6.0,49.0,male,Secondary Education,Cell phones,0,2,41000.0,Another,4,1,0
2,14500.0,4.0,62.0,male,Secondary Special Education,Windows & Doors,1,2,16000.0,Another,0,1,0
9,22000.0,12.0,41.0,female,Secondary Education,Household appliances,1,2,21000.0,Another,1,1,0
7,65500.0,24.0,34.0,female,Secondary Special Education,Boats,1,2,51000.0,Another,2,1,0
3,13000.0,10.0,45.0,female,Secondary Education,Cell phones,1,2,26000.0,Married,2,0,0
10,61500.0,12.0,33.0,male,Secondary Special Education,Clothing,1,2,31000.0,Another,2,1,0
12,16000.0,12.0,25.0,female,Secondary Special Education,Cell phones,0,2,31000.0,Married,1,0,0
1,18000.0,12.0,22.0,male,Secondary Education,Cell phones,1,2,19000.0,Another,0,1,1
11,39000.0,12.0,30.0,female,Secondary Special Education,Cell phones,0,0,41000.0,Married,1,0,1
11,8000.0,3.0,38.0,male,Higher Education,Furniture,1,2,30000.0,Married,1,0,0
10,37000.0,10.0,41.0,female,Higher Education,Cell phones,0,2,61000.0,Another,1,1,0
1,24000.0,6.0,49.0,male,Higher Education,Clothing,0,2,31000.0,Married,3,1,0
4,21500.0,12.0,56.0,male,Secondary Special Education,Construction Materials,0,2,27000.0,Another,0,0,0
4,17500.0,10.0,30.0,female,Secondary Special Education,Cell phones,1,2,31000.0,Married,1,1,0
11,52500.0,10.0,38.0,male,Higher Education,Jewelry,1,2,41000.0,Another,3,0,0
6,65500.0,12.0,37.0,female,Higher Education,Computers,0,0,63500.0,Another,0,1,0
5,6500.0,6.0,35.0,female,Secondary Special Education,Cell phones,1,2,26000.0,Another,3,1,0
11,16000.0,6.0,59.0,female,Secondary Education,Cell phones,1,2,21000.0,Another,1,0,1
7,37000.0,9.0,31.0,female,Secondary Special Education,Household appliances,1,0,46000.0,Another,2,0,0
12,19000.0,10.0,24.0,female,Secondary Special Education,Household appliances,0,2,31000.0,Another,0,0,0
5,13500.0,12.0,28.0,female,Secondary Special Education,Cell phones,0,2,27000.0,Another,0,1,0
6,35500.0,24.0,25.0,male,Higher Education,Cosmetics and beauty services,0,2,31000.0,Married,0,0,0
2,34000.0,6.0,41.0,female,Secondary Special Education,Cell phones,1,2,26000.0,Married,1,1,1
5,15000.0,12.0,63.0,female,Secondary Education,Construction Materials,1,2,16000.0,Another,1,1,0
2,65500.0,15.0,64.0,female,Higher Education,Tourism,0,2,26000.0,Another,1,0,0
2,16000.0,10.0,67.0,male,Higher Education,Cosmetics and beauty services,0,2,35000.0,Married,1,0,0
2,22500.0,18.0,40.0,male,Secondary Special Education,Household appliances,0,2,25000.0,Married,0,1,0
7,8000.0,6.0,20.0,male,Incomplete Secondary Education,Cell phones,0,2,21000.0,Another,1,0,0
3,22000.0,12.0,21.0,male,Secondary Special Education,Furniture,0,2,20000.0,Another,1,1,1
9,7000.0,3.0,27.0,male,Phd Degree,Clothing,0,2,31000.0,Another,1,0,0
4,30000.0,24.0,41.0,female,Higher Education,Household appliances,1,2,63500.0,Another,2,0,0
3,11000.0,15.0,36.0,male,Secondary Special Education,Household appliances,1,2,11000.0,Married,1,0,0
6,22500.0,4.0,27.0,male,Higher Education,Clothing,1,2,63500.0,Another,2,1,0
11,11500.0,12.0,24.0,female,Incomplete Higher Education,Computers,0,2,18000.0,Unmarried,0,0,0
11,15000.0,24.0,26.0,female,Secondary Education,Household appliances,0,2,26000.0,Another,2,1,0
11,19500.0,10.0,41.0,female,Secondary Special Education,Cell phones,1,2,36000.0,Married,1,0,0
10,16000.0,4.0,25.0,female,Secondary Special Education,Furniture,0,2,16000.0,Another,0,1,0
12,6500.0,6.0,24.0,male,Secondary Special Education,Cell phones,0,2,18000.0,Another,0,1,0
11,15000.0,12.0,29.0,male,Higher Education,Computers,0,0,41000.0,Another,3,0,0
4,49000.0,18.0,27.0,female,Higher Education,Fitness,0,0,63500.0,Another,1,0,0
10,14000.0,3.0,61.0,male,Higher Education,Furniture,0,2,26000.0,Married,2,1,0
10,30000.0,10.0,52.0,male,Secondary Education,Computers,0,2,26000.0,Another,2,0,0
5,11500.0,12.0,62.0,male,Secondary Special Education,Jewelry,1,2,13000.0,Another,2,1,0
6,36000.0,30.0,29.0,male,Higher Education,Cosmetics and beauty services,1,2,21000.0,Unmarried,0,1,0
7,13000.0,6.0,34.0,male,Secondary Special Education,Furniture,1,2,25000.0,Another,0,0,0
12,65500.0,6.0,48.0,male,Higher Education,Clothing,0,0,51000.0,Another,1,0,0
10,13000.0,10.0,30.0,male,Secondary Special Education,Cell phones,0,2,36000.0,Another,1,0,0
3,13500.0,8.0,37.0,male,Secondary Education,Household appliances,1,0,31000.0,Another,2,0,0
4,21000.0,12.0,23.0,female,Secondary Special Education,Cell phones,0,0,63500.0,Married,1,1,0
12,65500.0,36.0,32.0,male,Higher Education,Clothing,0,2,41000.0,Another,1,0,0
3,8500.0,6.0,40.0,male,Secondary Special Education,Jewelry,1,2,26000.0,Another,3,0,0
6,21000.0,6.0,29.0,female,Secondary Special Education,Household appliances,0,0,41000.0,Another,1,1,0
11,19500.0,12.0,44.0,male,Secondary Special Education,Cell phones,1,2,16000.0,Another,1,1,0
2,52500.0,15.0,64.0,male,Higher Education,Clothing,0,0,43000.0,Another,3,1,0
7,25000.0,24.0,65.0,female,Secondary Special Education,Household appliances,0,2,18000.0,Married,1,0,0
1,41000.0,15.0,40.0,male,Higher Education,Tourism,1,2,26000.0,Married,0,1,0
8,41500.0,12.0,49.0,male,Higher Education,Furniture,0,2,19000.0,Married,1,0,0
6,15000.0,6.0,43.0,female,Secondary Special Education,Household appliances,1,2,44000.0,Another,1,1,0
8,18000.0,6.0,47.0,male,Secondary Special Education,Household appliances,1,2,10000.0,Another,1,1,0
7,26000.0,6.0,27.0,female,Higher Education,Cell phones,0,2,56000.0,Another,1,1,0
11,19000.0,24.0,24.0,female,Secondary Special Education,Computers,0,2,31000.0,Another,0,1,0
7,65500.0,36.0,41.0,male,Higher Education,Household appliances,0,2,31000.0,Married,1,0,0
5,7500.0,12.0,35.0,male,Higher Education,Cell phones,1,2,23000.0,Married,2,1,0
1,28000.0,18.0,36.0,male,Secondary Special Education,Cell phones,1,2,16000.0,Another,2,0,1
8,12000.0,6.0,25.0,female,Secondary Special Education,Cell phones,0,2,13000.0,Another,0,1,0
12,7000.0,3.0,40.0,female,Secondary Education,Cell phones,0,2,60000.0,Another,2,1,0
8,15000.0,12.0,37.0,male,Incomplete Higher Education,Household appliances,1,2,16000.0,Another,0,0,0
11,19500.0,12.0,33.0,male,Secondary Special Education,Household appliances,0,2,26000.0,Another,3,0,0
12,30000.0,12.0,30.0,male,Secondary Special Education,Computers,1,2,21000.0,Another,4,1,0
8,9500.0,6.0,25.0,female,Secondary Special Education,Furniture,0,2,16000.0,Another,2,1,0
3,22000.0,6.0,32.0,male,Secondary Education,Household appliances,1,2,26000.0,Another,2,0,0
2,12000.0,6.0,44.0,male,Secondary Special Education,Furniture,0,2,29000.0,Another,1,1,0
12,18500.0,6.0,32.0,male,Higher Education,Cell phones,1,2,46000.0,Another,1,1,0
5,65500.0,18.0,37.0,male,Higher Education,Household appliances,0,2,63500.0,Another,1,0,0
12,46500.0,24.0,26.0,male,Higher Education,Cosmetics and beauty services,0,2,51000.0,Another,2,1,0
8,9000.0,12.0,27.0,male,Higher Education,Household appliances,0,2,21000.0,Another,0,0,0
3,18000.0,6.0,34.0,male,Secondary Special Education,Furniture,1,2,21000.0,Another,0,0,0
12,5500.0,12.0,21.0,male,Incomplete Higher Education,Cell phones,0,2,15000.0,Another,1,1,0
3,14500.0,12.0,40.0,female,Secondary Special Education,Cell phones,0,2,46000.0,Married,1,1,1
7,7500.0,3.0,31.0,female,Secondary Special Education,Furniture,1,2,20000.0,Another,1,1,0
11,15000.0,3.0,61.0,female,Secondary Education,Clothing,0,0,26000.0,Another,3,1,0
11,65500.0,24.0,39.0,female,Higher Education,Cosmetics and beauty services,0,0,63500.0,Another,3,0,0
2,35500.0,10.0,57.0,female,Secondary Special Education,Furniture,1,2,21000.0,Unmarried,1,1,0
6,7000.0,3.0,53.0,male,Higher Education,Household appliances,0,2,36000.0,Another,1,1,0
7,28000.0,12.0,23.0,female,Secondary Education,Cell phones,0,2,31000.0,Another,1,0,0
8,13500.0,10.0,40.0,male,Secondary Special Education,Cell phones,1,2,21000.0,Another,0,1,0
9,17000.0,12.0,24.0,male,Higher Education,Tourism,0,2,31000.0,Another,3,1,1
3,31000.0,6.0,32.0,female,Secondary Special Education,Cell phones,0,2,31000.0,Another,0,1,1
10,6500.0,6.0,31.0,female,Secondary Special Education,Cell phones,0,2,31000.0,Another,2,0,0
4,29000.0,12.0,23.0,female,Secondary Special Education,Computers,0,2,41000.0,Unmarried,1,1,0
4,31000.0,12.0,29.0,male,Higher Education,Household appliances,0,0,41000.0,Married,3,1,1
1,35500.0,12.0,30.0,male,Higher Education,Cell phones,0,0,51000.0,Another,2,1,0
12,10500.0,6.0,60.0,male,Secondary Special Education,Household appliances,0,2,23000.0,Another,3,0,0
2,19500.0,10.0,50.0,male,Higher Education,Cell phones,1,2,21000.0,Another,2,1,0
4,65500.0,12.0,61.0,male,Secondary Special Education,Household appliances,0,2,18000.0,Another,1,1,0
9,30000.0,12.0,51.0,female,Secondary Special Education,Cell phones,0,2,46000.0,Married,1,1,1
3,14000.0,8.0,33.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Another,2,1,1
11,48500.0,15.0,23.0,male,Incomplete Higher Education,Computers,0,2,34000.0,Another,1,1,0
9,9000.0,10.0,35.0,female,Incomplete Higher Education,Household appliances,1,2,51000.0,Another,0,0,0
5,65500.0,24.0,27.0,male,Secondary Special Education,Household appliances,1,2,26000.0,Another,0,1,0
3,65500.0,24.0,48.0,male,Higher Education,Cosmetics and beauty services,0,0,63500.0,Unmarried,0,1,0
9,10000.0,6.0,28.0,male,Secondary Special Education,Household appliances,1,0,28000.0,Another,3,1,0
4,13000.0,6.0,50.0,male,Secondary Special Education,Computers,1,2,19000.0,Another,3,0,0
8,9000.0,12.0,34.0,male,Secondary Special Education,Cell phones,0,2,19000.0,Married,2,1,1
6,18000.0,18.0,39.0,male,Secondary Special Education,Cell phones,1,2,18000.0,Another,2,0,0
3,20500.0,6.0,30.0,female,Secondary Special Education,Household appliances,0,2,41000.0,Another,2,0,0
4,9000.0,10.0,25.0,male,Secondary Special Education,Furniture,0,2,36000.0,Another,2,0,0
5,9500.0,12.0,43.0,female,Secondary Special Education,Cell phones,1,0,51000.0,Another,1,0,0
5,17000.0,12.0,22.0,female,Secondary Special Education,Cell phones,0,0,38000.0,Married,0,1,1
5,9500.0,6.0,20.0,male,Secondary Special Education,Cell phones,0,1,21000.0,Another,1,1,0
10,26000.0,12.0,35.0,female,Secondary Special Education,Cell phones,0,2,41000.0,Another,0,0,1
5,23000.0,12.0,23.0,female,Secondary Special Education,Cell phones,0,2,21000.0,Another,4,1,0
2,14500.0,4.0,29.0,male,Secondary Special Education,Computers,1,2,9000.0,Married,1,0,0
1,15000.0,24.0,25.0,female,Secondary Special Education,Household appliances,1,2,26000.0,Another,3,0,0
6,10500.0,6.0,54.0,male,Higher Education,Auto,0,2,33000.0,Married,1,1,0
4,28500.0,15.0,30.0,female,Secondary Special Education,Household appliances,1,2,41000.0,Unmarried,1,0,0
11,30500.0,12.0,22.0,female,Incomplete Higher Education,Cell phones,0,0,46000.0,Married,2,1,0
9,65500.0,24.0,38.0,male,Higher Education,Household appliances,1,2,63500.0,Another,1,0,0
3,15000.0,6.0,46.0,female,Secondary Special Education,Cell phones,1,2,31000.0,Another,1,0,0
3,19000.0,10.0,29.0,male,Higher Education,Clothing,1,1,31000.0,Another,3,0,0
10,10500.0,12.0,39.0,female,Secondary Special Education,Cell phones,0,2,37000.0,Married,1,0,0
5,11500.0,6.0,22.0,female,Secondary Education,Audio & Video,1,2,21000.0,Married,0,0,0
10,11000.0,6.0,21.0,male,Higher Education,Computers,0,2,31000.0,Another,0,0,0
1,7000.0,12.0,39.0,male,Secondary Special Education,Cell phones,0,2,21000.0,Another,0,0,0
5,8000.0,3.0,62.0,female,Secondary Education,Household appliances,0,2,21000.0,Married,2,1,0
7,65500.0,36.0,90.0,male,Higher Education,Windows & Doors,0,0,46000.0,Another,1,1,0
11,35000.0,18.0,52.0,male,Higher Education,Cell phones,0,2,24000.0,Married,2,1,1
6,16000.0,6.0,61.0,male,Secondary Education,Furniture,0,2,21000.0,Another,3,1,0
8,11000.0,12.0,22.0,female,Incomplete Higher Education,Cell phones,0,2,29000.0,Another,2,1,0
3,10500.0,6.0,31.0,female,Higher Education,Cell phones,1,2,51000.0,Another,1,1,0
11,23500.0,18.0,31.0,female,Secondary Education,Household appliances,1,2,28000.0,Another,1,1,0
11,65500.0,36.0,58.0,male,Higher Education,Cosmetics and beauty services,0,2,24000.0,Another,0,1,0
4,9000.0,6.0,31.0,female,Higher Education,Computers,0,2,19000.0,Another,0,0,0
11,18500.0,10.0,22.0,male,Higher Education,Jewelry,0,1,34000.0,Another,3,1,1
4,8000.0,3.0,31.0,male,Higher Education,Cell phones,1,2,29000.0,Another,1,1,0
9,22000.0,11.0,40.0,male,Higher Education,Computers,0,2,21000.0,Another,1,0,0
8,20000.0,12.0,35.0,female,Secondary Special Education,Household appliances,1,2,41000.0,Another,4,1,0
10,38000.0,24.0,49.0,male,Secondary Special Education,Medical services,1,2,21000.0,Another,2,1,0
3,21000.0,6.0,31.0,male,Higher Education,Household appliances,1,0,31000.0,Another,3,1,0
3,22000.0,12.0,40.0,male,Higher Education,Furniture,1,2,41000.0,Another,1,1,0
10,32500.0,12.0,38.0,female,Secondary Special Education,Cell phones,0,2,28000.0,Another,1,1,1
12,15000.0,12.0,44.0,female,Secondary Education,Cell phones,1,2,46000.0,Another,0,0,0
8,5000.0,3.0,47.0,female,Secondary Special Education,Household appliances,0,2,51000.0,Another,2,0,0
9,15000.0,6.0,55.0,male,Higher Education,Computers,1,2,41000.0,Another,0,0,0
3,11500.0,12.0,39.0,female,Secondary Special Education,Computers,0,2,21000.0,Unmarried,1,1,0
10,51000.0,18.0,20.0,female,Incomplete Higher Education,Household appliances,0,0,36000.0,Married,2,1,0
5,14500.0,24.0,38.0,male,Secondary Special Education,Household appliances,1,2,11000.0,Another,0,0,0
10,52500.0,6.0,64.0,male,Higher Education,Furniture,0,2,51000.0,Another,0,0,0
8,25000.0,24.0,35.0,female,Secondary Special Education,Auto,1,2,36000.0,Another,1,1,0
10,7000.0,6.0,37.0,male,Secondary Special Education,Sporting goods,1,2,11000.0,Another,0,1,0
5,13000.0,7.0,29.0,male,Secondary Special Education,Household appliances,0,2,16000.0,Another,2,1,0
5,17500.0,12.0,24.0,male,Secondary Education,Cell phones,0,2,21000.0,Another,3,0,1
12,26000.0,8.0,50.0,male,Higher Education,Household appliances,0,2,29000.0,Another,2,1,0
7,8000.0,6.0,39.0,male,Secondary Special Education,Cell phones,1,2,14000.0,Married,0,1,0
4,65500.0,8.0,28.0,male,Higher Education,Furniture,0,0,63500.0,Another,2,0,0
2,15500.0,6.0,35.0,male,Higher Education,Furniture,1,2,26000.0,Married,2,1,0
10,21500.0,12.0,39.0,female,Higher Education,Computers,1,2,63500.0,Another,1,0,1
11,65500.0,15.0,68.0,male,Secondary Special Education,Furniture,0,2,33000.0,Married,0,1,0
12,65500.0,3.0,31.0,male,Higher Education,Clothing,1,2,63500.0,Another,3,1,0
8,54500.0,12.0,29.0,female,Secondary Special Education,Construction Materials,0,2,56000.0,Another,0,0,1
3,43000.0,12.0,30.0,male,Higher Education,Furniture,1,2,21000.0,Another,3,1,0
5,11000.0,12.0,26.0,male,Secondary Education,Cell phones,1,0,36000.0,Another,3,1,0
5,28000.0,12.0,59.0,male,Secondary Special Education,Construction Materials,1,2,16000.0,Another,1,0,0
10,27000.0,10.0,27.0,male,Incomplete Higher Education,Furniture,0,0,61000.0,Another,0,0,0
12,65500.0,18.0,35.0,female,Higher Education,Furniture,1,2,26000.0,Another,2,1,0
9,15000.0,3.0,32.0,female,Higher Education,Furniture,1,2,21000.0,Another,4,1,0
4,20000.0,6.0,23.0,female,Secondary Special Education,Cell phones,0,2,36000.0,Married,1,1,1
8,13000.0,10.0,32.0,female,Secondary Special Education,Household appliances,1,2,36000.0,Another,0,1,0
12,22500.0,10.0,24.0,male,Secondary Special Education,Cell phones,0,1,26000.0,Another,1,0,0
3,65500.0,18.0,25.0,female,Secondary Special Education,Clothing,0,2,26000.0,Another,0,1,0
6,65500.0,36.0,45.0,male,Secondary Special Education,Windows & Doors,1,0,21000.0,Another,0,1,0
3,16000.0,12.0,36.0,male,Secondary Special Education,Cell phones,0,0,31000.0,Another,1,0,0
3,50000.0,18.0,26.0,female,Higher Education,Audio & Video,0,1,63500.0,Married,2,1,0
9,9500.0,10.0,31.0,male,Higher Education,Cell phones,1,2,22000.0,Unmarried,1,0,0
3,27500.0,12.0,28.0,female,Higher Education,Cell phones,0,2,41000.0,Another,0,1,0
2,65500.0,36.0,52.0,male,Higher Education,Cosmetics and beauty services,0,2,61000.0,Another,1,1,0
6,13000.0,3.0,21.0,male,Incomplete Higher Education,Household appliances,0,0,43000.0,Another,1,1,0
6,26000.0,15.0,35.0,male,Higher Education,Cell phones,1,2,26000.0,Another,2,1,0
11,27000.0,12.0,24.0,female,Secondary Education,Furniture,0,2,21000.0,Another,1,1,0
6,23000.0,12.0,20.0,male,Secondary Special Education,Cell phones,0,2,26000.0,Another,1,1,0
10,21000.0,12.0,21.0,female,Secondary Special Education,Cell phones,0,2,16000.0,Another,0,1,0
3,19000.0,6.0,34.0,male,Secondary Special Education,Computers,1,2,27000.0,Another,1,0,0
6,53500.0,12.0,37.0,male,Higher Education,Training,1,0,26000.0,Another,0,1,0
8,5500.0,3.0,36.0,female,Secondary Special Education,Construction Materials,1,2,21000.0,Another,1,1,0
12,34000.0,8.0,62.0,male,Secondary Education,Clothing,0,2,26000.0,Another,1,1,0
6,19000.0,12.0,23.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Married,1,1,0
10,42500.0,12.0,79.0,male,Higher Education,Clothing,0,2,19000.0,Married,1,1,0
6,12000.0,18.0,23.0,female,Secondary Special Education,Household appliances,0,2,22000.0,Married,0,0,0
12,56500.0,6.0,76.0,male,Higher Education,Furniture,1,2,15000.0,Another,1,1,0
11,37000.0,12.0,50.0,male,Secondary Special Education,Furniture,0,2,51000.0,Another,0,0,0
12,23500.0,12.0,42.0,female,Secondary Special Education,Cell phones,1,2,56000.0,Married,0,0,1
12,37000.0,6.0,29.0,female,Higher Education,Household appliances,0,2,33000.0,Another,1,0,0
10,25000.0,10.0,55.0,female,Higher Education,Cell phones,0,2,51000.0,Married,2,1,0
4,16500.0,6.0,20.0,female,Secondary Special Education,Computers,0,2,31000.0,Married,0,0,0
9,36000.0,12.0,33.0,female,Secondary Special Education,Household appliances,0,2,51000.0,Another,0,0,0
1,31000.0,12.0,20.0,male,Incomplete Higher Education,Household appliances,0,2,26000.0,Another,0,1,0
9,53500.0,24.0,35.0,female,Higher Education,Household appliances,1,2,63500.0,Another,1,0,0
8,16500.0,12.0,31.0,male,Secondary Special Education,Household appliances,1,2,15000.0,Married,1,0,0
9,18000.0,12.0,43.0,male,Higher Education,Windows & Doors,1,2,26000.0,Another,0,0,0
2,36000.0,24.0,41.0,male,Secondary Special Education,Clothing,1,2,21000.0,Another,1,0,0
4,15000.0,6.0,24.0,male,Higher Education,Boats,0,2,31000.0,Another,1,1,0
3,30000.0,24.0,22.0,female,Secondary Special Education,Household appliances,0,2,13000.0,Another,2,1,0
5,5000.0,6.0,23.0,female,Secondary Special Education,Cell phones,1,2,31000.0,Another,2,1,0
2,31500.0,12.0,26.0,female,Secondary Education,Cell phones,0,2,31000.0,Another,2,1,1
7,11000.0,12.0,26.0,male,Higher Education,Cell phones,1,2,37000.0,Married,0,1,0
11,5500.0,6.0,24.0,female,Higher Education,Clothing,1,2,36000.0,Another,1,1,0
12,10000.0,3.0,56.0,female,Secondary Special Education,Household appliances,1,2,11000.0,Another,0,1,0
1,26500.0,24.0,58.0,female,Higher Education,Household appliances,1,0,26000.0,Another,1,0,0
9,12500.0,5.0,22.0,female,Secondary Special Education,Household appliances,0,2,31000.0,Another,3,1,0
1,8000.0,6.0,27.0,male,Secondary Education,Cell phones,0,1,21000.0,Married,0,1,0
9,28500.0,18.0,23.0,female,Secondary Special Education,Household appliances,0,2,44000.0,Unmarried,2,1,0
11,18500.0,10.0,26.0,female,Incomplete Higher Education,Cell phones,0,2,36000.0,Another,1,0,0
12,34500.0,10.0,30.0,female,Higher Education,Computers,0,1,39000.0,Another,1,0,0
5,12000.0,6.0,25.0,female,Secondary Special Education,Cell phones,0,2,12000.0,Another,0,1,1
1,15000.0,6.0,21.0,female,Secondary Special Education,Cell phones,0,2,16000.0,Another,0,1,0
9,26000.0,12.0,34.0,male,Higher Education,Computers,1,2,56000.0,Married,2,0,0
1,62000.0,12.0,62.0,male,Higher Education,Clothing,0,0,41000.0,Another,3,1,0
4,11000.0,6.0,43.0,male,Secondary Special Education,Cell phones,1,2,26000.0,Another,1,1,0
5,28500.0,12.0,54.0,male,Secondary Special Education,Computers,0,2,25000.0,Married,2,1,0
9,12000.0,6.0,25.0,female,Secondary Special Education,Household appliances,0,2,41000.0,Another,1,1,0
1,29500.0,12.0,26.0,male,Higher Education,Household appliances,0,2,16000.0,Another,0,1,0
6,19500.0,12.0,32.0,male,Secondary Special Education,Cell phones,1,2,26000.0,Married,2,0,0
12,15500.0,12.0,45.0,male,Secondary Special Education,Cell phones,1,2,20000.0,Another,2,1,0
6,32500.0,18.0,53.0,female,Secondary Special Education,Cell phones,1,2,38000.0,Another,0,0,1
6,11000.0,12.0,30.0,male,Higher Education,Furniture,0,2,21000.0,Married,2,1,0
4,8500.0,6.0,30.0,female,Secondary Education,Computers,0,2,26000.0,Another,0,1,0
9,42000.0,8.0,26.0,female,Secondary Education,Windows & Doors,0,2,26000.0,Another,2,1,0
10,15000.0,10.0,48.0,male,Secondary Special Education,Household appliances,0,0,36000.0,Another,1,0,0
11,18500.0,6.0,42.0,female,Secondary Special Education,Computers,0,2,46000.0,Married,1,0,0
9,9000.0,12.0,52.0,female,Secondary Special Education,Cell phones,0,2,51000.0,Another,0,1,0
4,9500.0,3.0,32.0,male,Higher Education,Household appliances,1,2,36000.0,Another,0,1,0
3,24000.0,12.0,23.0,male,Secondary Special Education,Cell phones,0,2,26000.0,Married,0,1,0
2,40000.0,12.0,24.0,female,Secondary Special Education,Cell phones,0,2,41000.0,Another,1,1,0
11,36500.0,12.0,35.0,male,Secondary Education,Cell phones,0,2,19000.0,Another,1,1,1
